CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,NIVEL_DE_FORMACIÓN,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,NIVEL_DE_FORMACIÓN EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT
2721,2721,fundacion universitaria maria cano,10759,ingenieria de sistemas,ingenieria industria y construccion,Universitario,antioquia,medellin,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
3812,3812,institucion universitaria marco fidel suarez iumafis,107591,administracion de empresas,administracion de empresas y derecho,Universitario,antioquia,bello,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3812,3812,institucion universitaria marco fidel suarez iumafis,107594,ingenieria de sistemas,ingenieria industria y construccion,Universitario,antioquia,bello,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
1826,1826,universidad antonio narino,107604,comercio internacional,ciencias sociales periodismo e informacion,Universitario,bolivar,cartagena de indias,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,107616,contaduria publica,administracion de empresas y derecho,Universitario,cundinamarca,zipaquira,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3115,3115,institucion universitaria del putumayo,107627,administracion de negocios internacionales,administracion de empresas y derecho,Universitario,putumayo,mocoa,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4726,4726,fundacion universitaria san mateo san mateo educacion superior,107670,negocios internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1715,1715,fundacion universidad de america,107674,negocios internacionales,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1715,1715,fundacion universidad de america,107675,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
3801,3801,corporacion de estudios tecnologicos del norte del valle,107704,contaduria publica,administracion de empresas y derecho,Universitario,valle del cauca,cartago,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1712,1712,universidad eafit,107709,ingenieria agronomica,agropecuario silvicultura pesca y veterinaria,Universitario,antioquia,medellin,107709,ingenieria agronomica,Universitario,agropecuario silvicultura pesca y veterinaria,1,antioquia,medellin
9129,9129,fundacion universitaria cafam unicafam,107717,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2831,2831,corporacion universitaria de ciencia y desarrollo uniciencia,10772,contaduria publica,administracion de empresas y derecho,Universitario,narino,pasto,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
4721,4721,fundacion universitaria horizonte,107725,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2831,2831,corporacion universitaria de ciencia y desarrollo uniciencia,10774,administracion de empresas,administracion de empresas y derecho,Universitario,narino,pasto,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1704,1704,universidad santo tomas,1078,psicologia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
3719,3719,institucion universitaria latina unilatina,107802,publicidad y mercadeo,arte y humanidades,Universitario,bogota d c,bogota d c,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2833,2833,corporacion universitaria remington,107823,administracion financiera,administracion de empresas y derecho,Universitario,antioquia,medellin,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9116,9116,fundacion universitaria claretiana uniclaretiana,107850,derecho,administracion de empresas y derecho,Universitario,choco,quibdo,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2732,2732,fundacion universitaria catolica del norte,107862,negocios internacionales,administracion de empresas y derecho,Universitario,antioquia,santa rosa de osos,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9899,9899,institucion universitaria de colombia universitaria de colombia,107876,ingenieria de sistemas,ingenieria industria y construccion,Universitario,bogota d c,bogota d c,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
2102,2102,universidad nacional abierta y a distancia unad,107927,ciencia politica,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,19032,ciencias politicas,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
1701,1702,pontificia universidad javeriana,107941,finanzas,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,102816,finanzas,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,107956,contaduria publica,administracion de empresas y derecho,Universitario,bolivar,cartagena de indias,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9899,9899,institucion universitaria de colombia universitaria de colombia,107997,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9899,9899,institucion universitaria de colombia universitaria de colombia,107998,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1704,1704,universidad santo tomas,1080,derecho,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1707,1707,fundacion universidad de bogota jorge tadeo lozano,108010,negocios internacionales y mercadeo,administracion de empresas y derecho,Universitario,bolivar,cartagena de indias,1244,negocios internacionales,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2301,2301,unidad central del valle del cauca,108015,psicologia,ciencias sociales periodismo e informacion,Universitario,valle del cauca,tulua,90978,psicologia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
9926,9926,fundacion universitaria internacional de la rioja unir,108026,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9926,9926,fundacion universitaria internacional de la rioja unir,108027,contaduria publica,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1815,1815,corporacion universidad piloto de colombia,108028,marketing,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,90979,mercadeo,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,108030,contaduria publica,administracion de empresas y derecho,Universitario,guainia,inirida,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2805,2805,universidad simon bolivar,108033,ingenieria civil,ingenieria industria y construccion,Universitario,atlantico,barranquilla,1247,ingenieria civil,Universitario,ingenieria industria y construccion,1,antioquia,medellin
9914,9914,eseit escuela superior de empresa ingenieria y tecnologia,108058,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1828,1828,universidad icesi,108076,comunicacion,ciencias sociales periodismo e informacion,Universitario,valle del cauca,santiago de cali,17691,comunicacion social,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
9127,9127,corporacion universitaria de sabaneta unisabaneta,108080,derecho,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1101,9933,universidad nacional de colombia,108081,biologia,ciencias naturales matematicas y estadistica,Universitario,cesar,la paz,101947,biologia,Universitario,ciencias naturales matematicas y estadistica,1,antioquia,medellin
1704,1704,universidad santo tomas,1081,economia,ciencias sociales periodismo e informacion,Universitario,bogota d c,bogota d c,3182,economia,Universitario,ciencias sociales periodismo e informacion,1,antioquia,medellin
2829,2829,corporacion universitaria minuto de dios uniminuto,108102,contaduria publica,administracion de empresas y derecho,Universitario,casanare,yopal,1246,contaduria publica,Universitario,administracion de empresas y derecho,1,antioquia,medellin
9131,9131,fundacion universitaria cervantes san agustin unicervantes,108132,derecho,administracion de empresas y derecho,Universitario,putumayo,mocoa,7227,derecho,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1704,1704,universidad santo tomas,1082,administracion de empresas,administracion de empresas y derecho,Universitario,bogota d c,bogota d c,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2701,2701,institucion universitaria colegios de colombia unicoc,108204,administracion de empresas,administracion de empresas y derecho,Universitario,cundinamarca,chia,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
2701,2701,institucion universitaria colegios de colombia unicoc,108205,administracion de empresas,administracion de empresas y derecho,Universitario,valle del cauca,santiago de cali,1245,administracion de negocios,Universitario,administracion de empresas y derecho,1,antioquia,medellin
1206,1206,universidad de narino,108217,ingenieria de sistemas,tecnologias de la informacion y la comunicacion tic,Universitario,narino,san andres de tumaco,1248,ingenieria de sistemas,Universitario,ingenieria industria y construccion,1,antioquia,medellin
