CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,DepartamentoProgramaEAFIT,MunicipioProgramaEAFIT
1815,1815,corporacion universidad piloto de colombia,108318,maestria en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Administración de Empresas y Derecho,1,,
1204,1204,universidad industrial de santander,105931,maestria en evaluacion y gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Administración de Empresas y Derecho,1,,
5802,5802,universidad ecci,117688,maestria en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Administración de Empresas y Derecho,1,,
2829,2829,corporacion universitaria minuto de dios uniminuto,118026,maestria en gerencia de proyectos,administracion de empresas y derecho,bogota d c,bogota d c,109479,maestria en gerencia de proyecto,Administración de Empresas y Derecho,1,,
1113,1113,universidad de cordoba,53489,maestria en ciencias agronomicas,agropecuario silvicultura pesca y veterinaria,cordoba,monteria,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1201,1201,universidad de antioquia,104350,maestria en agronegocios,administracion de empresas y derecho,antioquia,medellin,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1704,1705,universidad santo tomas,107184,maestria en agronegocios,administracion de empresas y derecho,santander,bucaramanga,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,105141,maestria en innovacion en agronegocios,ingenieria industria y construccion,antioquia,medellin,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,111661,maestria en innovacion en agronegocios,ingenieria industria y construccion,valle del cauca,palmira,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1710,1710,universidad pontificia bolivariana,109027,maestria en innovacion en agronegocios,ingenieria industria y construccion,valle del cauca,palmira,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1712,1712,universidad eafit,109910,maestria en agronegocios,administracion de empresas y derecho,antioquia,medellin,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1803,1803,universidad de la salle,90709,maestria en agronegocios,administracion de empresas y derecho,bogota d c,bogota d c,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
2102,2102,universidad nacional abierta y a distancia unad,109309,maestria en agronegocios,agropecuario silvicultura pesca y veterinaria,bogota d c,bogota d c,109910,maestria en agronegocios,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,1016,maestria en administracion de salud,administracion de empresas y derecho,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Administración de Empresas y Derecho,1,,
2708,2708,universidad ces,53312,maestria en administracion en salud,administracion de empresas y derecho,antioquia,medellin,110244,maestria en administracion de instituciones de salud,Administración de Empresas y Derecho,1,,
1701,1701,pontificia universidad javeriana,53795,maestria en administracion de salud,administracion de empresas y derecho,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Administración de Empresas y Derecho,1,,
1714,1714,colegio mayor de nuestra senora del rosario,53374,maestria en administracion en salud,administracion de empresas y derecho,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Administración de Empresas y Derecho,1,,
1729,1729,universidad el bosque,108978,maestria en administracion en salud,administracion de empresas y derecho,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Administración de Empresas y Derecho,1,,
2702,2702,fundacion universitaria de ciencias de la salud,117444,maestria en administracion en salud,administracion de empresas y derecho,bogota d c,bogota d c,110244,maestria en administracion de instituciones de salud,Administración de Empresas y Derecho,1,,
