CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,NOMBRE_INSTITUCIÓN,CÓDIGO_SNIES_DEL_PROGRAMA,NOMBRE_DEL_PROGRAMA,CAMPO_AMPLIO,departamentoIE,MunicipioIE,Codigo EAFIT,NombrePrograma EAFIT,CAMPO_AMPLIO_EAFIT,label,departamentoEAFIT,MunicipioEAFIT,Unnamed: 14,Puntuación total calulada,Nivel de afinidad calculada,SIMILITUD_COSENO,NIVEL_AFINIDAD_CALIBRADO
1813.0,1813.0,universidad de los andes,52178,doctorado en administracion,administracion de empresas y derecho,bogota d c,bogota d c,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
2704.0,2704.0,colegio de estudios superiores de administracion cesa,110238,doctorado en administracion dba,administracion de empresas y derecho,bogota d c,bogota d c,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.8983884,ALTO
2805.0,2805.0,universidad simon bolivar,104221,doctorado en administracion,administracion de empresas y derecho,atlantico,barranquilla,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9999999,ALTO
2832.0,2832.0,universidad de santander udes,117240,doctorado en ciencias administrativas,administracion de empresas y derecho,santander,bucaramanga,20820,doctorado en administracion,Administración de Empresas y Derecho,1,,,,,,0.9353092,ALTO
1719.0,1719.0,universidad catolica de colombia,1389,especializacion en auditoria de sistemas de informacion,tecnologias de la informacion y la comunicacion tic,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.5859971,MUY BAJO
1117.0,1117.0,universidad militar nueva granada,2965,especializacion en control interno,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.8051677,ALTO
1813.0,1813.0,universidad de los andes,4848,especializacion en sistemas de control organizacional y de gestion,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.90049726,ALTO
1709.0,1709.0,universidad central,9425,especializacion en auditoria y control,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.77533835,MEDIO
1806.0,1807.0,universidad libre,13144,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,valle del cauca,santiago de cali,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1706.0,1706.0,universidad externado de colombia,15901,especializacion en control gerencial corporativo,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.912109,ALTO
1201.0,1201.0,universidad de antioquia,16058,especializacion en auditoria y control de gestion,administracion de empresas y derecho,antioquia,medellin,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.8524616,ALTO
1701.0,1701.0,pontificia universidad javeriana,17772,especializacion en aseguramiento y control interno,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.60510534,MUY BAJO
1706.0,1706.0,universidad externado de colombia,52169,especializacion en auditoria forense,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.6099894,MUY BAJO
1806.0,1806.0,universidad libre,54476,especializacion en auditoria de control interno y aseguramiento,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.6938405,BAJO
1813.0,1813.0,universidad de los andes,54523,especializacion en gestion de riesgo y control de instituciones financieras,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.60255504,MUY BAJO
1803.0,1803.0,universidad de la salle,104089,especializacion en auditoria internacional y aseguramiento de informacion,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.5265833,MUY BAJO
1712.0,1712.0,universidad eafit,104300,especializacion en control organizacional,administracion de empresas y derecho,choco,quibdo,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.99999994,ALTO
1106.0,1109.0,universidad pedagogica y tecnologica de colombia uptc,106155,especializacion en control organizacional,administracion de empresas y derecho,boyaca,chiquinquira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.99999994,ALTO
3117.0,3117.0,institucion universitaria de barranquilla iub,107404,especializacion en sistemas automaticos de control,ingenieria industria y construccion,atlantico,soledad,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.65189826,BAJO
1706.0,1706.0,universidad externado de colombia,107636,especializacion en control gerencial corporativo,administracion de empresas y derecho,meta,villavicencio,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.912109,ALTO
1706.0,1706.0,universidad externado de colombia,107684,especializacion en auditoria forense,administracion de empresas y derecho,risaralda,pereira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.6099894,MUY BAJO
3301.0,3301.0,institucion universitaria antonio jose camacho,107878,especializacion en aseguramiento de la informacion y control interno,administracion de empresas y derecho,valle del cauca,santiago de cali,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.67398083,BAJO
1701.0,1701.0,pontificia universidad javeriana,108450,especializacion en aseguramiento y control interno,administracion de empresas y derecho,santander,bucaramanga,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.60510534,MUY BAJO
1804.0,1804.0,universidad autonoma del caribe uniautonoma,111472,especializacion en aseguramiento de la informacion financiera y control interno,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.56509465,MUY BAJO
1709.0,1709.0,universidad central,111507,especializacion en auditoria y control,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.77533835,MEDIO
1804.0,1804.0,universidad autonoma del caribe uniautonoma,111672,especializacion en aseguramiento de la informacion financiera y control interno,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.56509465,MUY BAJO
1801.0,1802.0,universidad la gran colombia,116492,especializacion en auditoria forense y administracion de riesgos de fraude,administracion de empresas y derecho,quindio,armenia,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.47963142,MUY BAJO
2829.0,2829.0,corporacion universitaria minuto de dios uniminuto,116864,especializacion en auditoria forense,administracion de empresas y derecho,tolima,ibague,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.6099894,MUY BAJO
1806.0,1806.0,universidad libre,3600,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1709.0,1709.0,universidad central,3622,especializacion en gerencia estrategica de costos y control de gestion,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.72947794,MEDIO
1706.0,1706.0,universidad externado de colombia,3811,especializacion en supervision y control,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.8614686,ALTO
1818.0,1818.0,universidad cooperativa de colombia,4407,especializacion en control interno y de gestion,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.8492188,ALTO
2805.0,2805.0,universidad simon bolivar,4642,especializacion en gerencia y auditoria del servicio,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.74614656,MEDIO
1818.0,1817.0,universidad cooperativa de colombia,6671,especializacion en control interno organizacional y de gestion,administracion de empresas y derecho,santander,bucaramanga,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.9013975,ALTO
1806.0,1809.0,universidad libre,6713,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,risaralda,pereira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1806.0,1808.0,universidad libre,6714,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1806.0,1810.0,universidad libre,6716,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,norte de santander,san jose de cucuta,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1806.0,1811.0,universidad libre,6717,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,santander,socorro,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1806.0,1809.0,universidad libre,7575,especializacion en gerencia y control de riesgos,administracion de empresas y derecho,risaralda,pereira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.6387081,BAJO
1825.0,1825.0,universidad autonoma de manizales,9260,especializacion en control interno,administracion de empresas y derecho,caldas,manizales,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.8051677,ALTO
1806.0,1809.0,universidad libre,12640,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,risaralda,pereira,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1806.0,1810.0,universidad libre,12678,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,norte de santander,san jose de cucuta,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1212.0,1212.0,universidad de pamplona,12759,especializacion en control interno e indicadores de gestion,administracion de empresas y derecho,norte de santander,pamplona,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.77622974,MEDIO
1720.0,1720.0,universidad mariana,13023,especializacion en auditoria y control empresarial,administracion de empresas y derecho,narino,ipiales,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.844621,ALTO
1806.0,1808.0,universidad libre,13133,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1818.0,1817.0,universidad cooperativa de colombia,15037,especializacion en control interno organizacional y de gestion,administracion de empresas y derecho,santander,bucaramanga,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.9013975,ALTO
1806.0,1811.0,universidad libre,15057,especializacion en administracion estrategica del control interno,administracion de empresas y derecho,santander,socorro,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.79207766,MEDIO
1818.0,1818.0,universidad cooperativa de colombia,15119,especializacion en control interno y de gestion,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.8492188,ALTO
2805.0,2805.0,universidad simon bolivar,15407,especializacion en gerencia y auditoria del servicio,administracion de empresas y derecho,atlantico,barranquilla,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.74614656,MEDIO
1712.0,1712.0,universidad eafit,51599,especializacion en control organizacional,administracion de empresas y derecho,caldas,manizales,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.99999994,ALTO
2104.0,2104.0,escuela superior de administracion publica esap,51985,especializacion en supervision y control del sector financiero,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.70973647,BAJO
2830.0,2830.0,corporacion universitaria iberoamericana,54179,especializacion en auditoria integral,administracion de empresas y derecho,bogota d c,bogota d c,3233,especializacion en control organizacional,Administración de Empresas y Derecho,1,,,,,,0.47901833,MUY BAJO
